Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,Sub-Saharan Africa (IDA & IBRD countries),TSS,1842.222,2248.583,1934.427,1792.115,1815.107,2138.23137876281,2215.80047797426,2559.17142239385,2708.03517417033,2793.4314638692,2782.25324935773,2910.25081981981,3648.45307519279,3566.45028380677,3747.22794939749,..
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,Upper middle income,UMC,19448.869,20398.053,23521.247,24527.322,26975.364,33200.8850466539,33146.0243166944,32422.9706448407,34106.1848206294,36660.8122159033,38647.1019252795,41022.5805967064,46364.037062328,49571.757710179,49441.9309912701,..
"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,World,WLD,141483.603,148937.604,158205.946,158487.874,175509.343654396,182025.62707797,183037.230059023,175051.342248843,175829.557813547,184831.109461419,187769.416312345,194898.275094034,212866.647172062,221165.700779335,215169.2353965,..
"Air transport, passengers carried",IS.AIR.PSGR,Afghanistan,AFG,..,..,..,..,..,1999127,2279341.17952861,1737962.12640656,2044188,2209428,1929907,1917924,1647425,1125367,1066747.35619248,..
"Air transport, passengers carried",IS.AIR.PSGR,Albania,ALB,195702,213315,238913,243691,231263,768533,829778.923870707,814339.730278696,865848,151632,..,26634,204090,303137,307741,..
"Air transport, passengers carried",IS.AIR.PSGR,Algeria,DZA,3037298,2899722,2813018,2884506,4370917,3372283,3543663,4082595,4492436.96334419,5021288.96334419,5400896,6093416,6230157,6442442,6748653,..
"Air transport, passengers carried",IS.AIR.PSGR,American Samoa,ASM,..,..,..,..,..,49772.7886953707,50641.7227722772,56096.9796769151,72240,76944,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Angola,AGO,239795,262666,277361,283887,274869,1010194,987798,1132424,1321872,1409952,1244491,1482546,1375523,1516628,1436959,..
"Air transport, passengers carried",IS.AIR.PSGR,Antigua and Barbuda,ATG,778260,754912,800207,813010,747969,1554309,1424420.15538991,1310276.41341743,1218000,1216152,1039810,1042929,590517,580174.156834825,526333.995080553,..
"Air transport, passengers carried",IS.AIR.PSGR,Argentina,ARG,6938436,6611915,7036784,6147290,5694547,9025035.31187357,8590839.84977289,9375669.73963746,11951276.8223926,12121912.818,14245183,15076354,16749271,18084553,19461377,..
"Air transport, passengers carried",IS.AIR.PSGR,Armenia,ARM,555795,605817,560626,623688,653320,704753,392312,364733,45000,0,..,..,..,53259,193668,..
"Air transport, passengers carried",IS.AIR.PSGR,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,223502,274280,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Australia,AUS,44657324,46951775,48728837,51488427,50026967,60640913,63360310.3377656,66355274,68197955,68123237.6693167,69779346,72446421,74257326,75667645.0347507,76850596.719,..
"Air transport, passengers carried",IS.AIR.PSGR,Austria,AUT,8037890,8785116,9140909,9140680,8520740,13493793,14088251.6640568,14518841.0529716,15037454,15210489,14718641,14724774,16171640,12935505,46476602,..
"Air transport, passengers carried",IS.AIR.PSGR,Azerbaijan,AZE,1134300,1253400,1440700,756338,839514,796698,1348414,1560084,1651710,1770192,1803112,1961639,2331308,2279546,2585280,..
"Air transport, passengers carried",IS.AIR.PSGR,"Bahamas, The",BHS,1020000,1033407,1089636,1088876,979042,967914,1056129.5948594,1048391.0668218,576996,991463.328879806,900028,937476,921470,1830394.86207463,1856546,..
"Air transport, passengers carried",IS.AIR.PSGR,Bahrain,BHR,..,..,..,..,5215512,6028980,5590998.04060636,5861786.99900694,4626648,5171496,5313756,5220218,5190484,5877003,6440562,..
"Air transport, passengers carried",IS.AIR.PSGR,Bangladesh,BGD,1634473,1729451,1242865,1224222,1409414,1818901.01882718,2022388.57221573,2195061.68029907,2781708,3051914.73321389,3997815,3815869,4660739.03831114,5677396,5959126,..
"Air transport, passengers carried",IS.AIR.PSGR,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Belarus,BLR,281877,307403,344290,351165,333252,652142,737599,943081,1159500,1317732,1489035,2057194,2493100,2760168,3208254,..
"Air transport, passengers carried",IS.AIR.PSGR,Belgium,BEL,3340509,3641155,4078094,5878585,4858700,7528586.30424955,8638553.1,9508165.31494536,9521421,10535219,11473055,12545322,13676844,13639487,14279187,..
"Air transport, passengers carried",IS.AIR.PSGR,Belize,BLZ,..,..,..,..,..,143928,179471.413542693,448015.914026667,513175.6,877765,935604,990499,1285642,1297533.22307894,1278187.556,..
"Air transport, passengers carried",IS.AIR.PSGR,Benin,BEN,..,..,..,..,..,53012.8181818182,58314.1,58314.1,137640,60264,112392,899,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Bhutan,BTN,49092,51056,53609,52805,49056,181537.371716438,226153.126621635,193405,207996,302160,162864,224101,254643,275849,276092,..
"Air transport, passengers carried",IS.AIR.PSGR,Bolivia,BOL,1892343,1443165,1744663,1718196,1537032,1781340,2125912.52659794,2206069.76066974,2027888,3563043.5828127,4115271,3678739,4053427.35,4122113,4066959,..
"Air transport, passengers carried",IS.AIR.PSGR,Bosnia and Herzegovina,BIH,..,..,..,56313,79977,56485.161815801,40182.4397667535,24874.0896320184,15000,36636,7071,..,..,..,5375,..
"Air transport, passengers carried",IS.AIR.PSGR,Botswana,BWA,229987,213587,227624,236182,233515,290195,415864.084403732,415130.020977764,270996,205992,226549,254396,223673,253417,299351.994,..
"Air transport, passengers carried",IS.AIR.PSGR,Brazil,BRA,37661733,40945038,45286990,58763225,67945578,74627064,87860363,94752568,95591641,100403628,102039359,94142377,96395709,102109977,102917546,..
"Air transport, passengers carried",IS.AIR.PSGR,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Brunei Darussalam,BRN,977516,1041478,1017028,1075754,999375,1263270,1312935,1044170,1139784,1061148,1150003,1168609,1172201,1234455,1421313,..
"Air transport, passengers carried",IS.AIR.PSGR,Bulgaria,BGR,653703,808451,855229,1073496,798165,801840,932868,973062,1013220,1060147,1063498,1092333,1133069,1022645,832828,..
"Air transport, passengers carried",IS.AIR.PSGR,Burkina Faso,BFA,66273,73131,77810,80543,79345,160000,133709.779171075,125693.696444909,138996,117420,122590,144950,145049,189545.336876033,203296.242094835,..
"Air transport, passengers carried",IS.AIR.PSGR,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Cabo Verde,CPV,690000,753511,793153,807957,776469,570553,620394.751123946,597982.600368215,600000,590304,548908,565810,336718,561944,675482,..
"Air transport, passengers carried",IS.AIR.PSGR,Cambodia,KHM,168810,256160,307782,211281,183503,277725.054297226,499981.517962547,508688.509386018,615123.328003715,1071179,1103880,1047394,1305297,1411059,1429503.73046387,..
"Air transport, passengers carried",IS.AIR.PSGR,Cameroon,CMR,384059,424794,453051,470598,466050,0,171007.2,248027.2,287208,275760,267208,343592,236000,265136,198881.213,..
"Air transport, passengers carried",IS.AIR.PSGR,Canada,CAN,45229860,46726978,52103547,53718757,52583516,63277409.3753385,66078011.9547392,70467400.7928687,71526725.918431,75528607,80228302,85406425,91404001,91504000,93352000,..
"Air transport, passengers carried",IS.AIR.PSGR,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Chad,TCD,..,..,..,..,..,48519.199657971,74653.8,52041.6,28080,28332,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Chile,CHL,5939020,6016649,7190963,8021939,8097314,9269026,10949863,12892856,13806283,14347893,15006762,16362437,17664974,19517185,21197759,..
"Air transport, passengers carried",IS.AIR.PSGR,China,CHN,136721623,158013351,183613132,191001220,229062099,266293020,292160158,318475924,352795296,390878784,436183969,487960477,551234509,611439830,659629070,..
"Air transport, passengers carried",IS.AIR.PSGR,Colombia,COL,9984424,10616356,11630594,12338706,12115330,16932435,18768534.7701547,22012458.8443775,26929238,28675159,30909723,32262658,32504898,33704037,37031843,..
"Air transport, passengers carried",IS.AIR.PSGR,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,"Congo, Dem. Rep.",COD,..,..,..,..,..,210913,252408.179559838,471536.204614927,456000,456228,476353,416033,959738,587653.030752826,550457.892628576,..
"Air transport, passengers carried",IS.AIR.PSGR,"Congo, Rep.",COG,..,..,..,..,..,341640.429165812,438178.470407323,703966.421078759,652452,553944,657927,577780,333899,508978.939934003,541787.136860717,..
"Air transport, passengers carried",IS.AIR.PSGR,Costa Rica,CRI,953217,943143,1017054,1023665,932581,1697893.8890269,1829514.94708223,1770111.37834698,1498996,1427414,1525922,1572605,1822880,1950049,2033146,..
"Air transport, passengers carried",IS.AIR.PSGR,Cote d'Ivoire,CIV,..,..,..,..,..,516085,89791.8677663574,39485.4722019258,234996,237120,642893,667062,808471,825257,748540,..
"Air transport, passengers carried",IS.AIR.PSGR,Croatia,HRV,2099000,2148000,1545318,1752603,1679197,1577226,1812519,1872799,1716702,1756070,1782666,1875433,2057804,2093577,2108591,..
"Air transport, passengers carried",IS.AIR.PSGR,Cuba,CUB,812781,811559,857213,861352,780484,1578011.78867135,1478595.95916068,1313502.68398397,1395072,1135200,1294458,1333078,942785,563540,457712.999,..
"Air transport, passengers carried",IS.AIR.PSGR,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Cyprus,CYP,1920516,1944138,2071648,2111205,1943949,1583627,1263117,1285976,1211208,688368,23405,224653,711554,401408,395436,..
"Air transport, passengers carried",IS.AIR.PSGR,Czech Republic,CZE,4706226,4921600,4869586,4974879,5048360,5145187,4902816,3594882,5186676,5009995,3378028,4048658,5450671,8851291,5446163.2,..
"Air transport, passengers carried",IS.AIR.PSGR,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Dominican Republic,DOM,..,..,..,..,..,19167,28232.1,28442.05,20004,16128,14463,11903,..,..,227504,..
"Air transport, passengers carried",IS.AIR.PSGR,Ecuador,ECU,2011004,2110423,2630759,2926821,2896528,4818305,4714115,4758406.30677172,5157521,5675088,5677816,5099726,5121235,5365261,4827978,..
"Air transport, passengers carried",IS.AIR.PSGR,"Egypt, Arab Rep.",EGY,4888146,4988262,5829044,6688999,6215870,9518106.01323615,7708160.10711224,9081175.14629562,10593780.1774399,10278013.1135622,11109554,11844962,11748510,12386010,12959679.654,..
"Air transport, passengers carried",IS.AIR.PSGR,El Salvador,SLV,2540564,2579145,2536820,2279763,1996982,1816391.10383349,2151274,2523296,2509003,2816524,2597649,2603129,2670560,2545105,2609917,..
"Air transport, passengers carried",IS.AIR.PSGR,Equatorial Guinea,GNQ,..,..,..,..,..,25969.3823646158,130197.6,316620.85,401712,303024,400758,458222,496322,404301.328013225,420832.256307905,..
"Air transport, passengers carried",IS.AIR.PSGR,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,53074,66927,102729,89136.8159108722,101357.3758656,..
"Air transport, passengers carried",IS.AIR.PSGR,Estonia,EST,577808,598123,651323,685582,395532,582320.202753145,614933,914519,627588,602880,512389,372274,13103,62802,857,..
"Air transport, passengers carried",IS.AIR.PSGR,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,51633,52744,..
"Air transport, passengers carried",IS.AIR.PSGR,Ethiopia,ETH,1667316,1720306,2290179,2715017,2914056,3347022,4440917.69083987,5001121.86524561,5671501,6274582,7074779,8242114,9566378,11501244,12631216,..
"Air transport, passengers carried",IS.AIR.PSGR,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Fiji,FJI,870571,932394,960546,946138,1146591,1259009,1276205.48,1225268.56188571,1161936,1243824,1336976,1402765,1557876,1670216,1700293,..
"Air transport, passengers carried",IS.AIR.PSGR,Finland,FIN,7075195,7597125,8288683,7916485,7423265,8685772.86832543,9508050,10731828.4925915,10467321,10992792,13035848,13754228,12209646,13364839,14610547,..
"Air transport, passengers carried",IS.AIR.PSGR,France,FRA,52477178,59537872,61551258,61214656,58318312,60864422.1135135,64185339.3411299,64683769.0243213,63925151,63434263,65039503,65362743,68316473,70188028,71289277,..
"Air transport, passengers carried",IS.AIR.PSGR,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Gabon,GAB,465343,508368,535324,545640,524867,243635.528989967,121233.395658112,42729.3194712764,0,..,137331,77320,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,"Gambia, The",GMB,..,..,..,..,..,0,0,11284,146784,151776,3036,44330,53735,104891.39475506,109542.145080475,..
"Air transport, passengers carried",IS.AIR.PSGR,Georgia,GEO,249131,271553,304139,310222,294400,164446,222630,178363,189316,196589,232263,220448,341751,516034,615327.805309844,..
"Air transport, passengers carried",IS.AIR.PSGR,Germany,DEU,90788848,99647314,106101747,107941584,103396735,97330734.2807591,107042775.791182,105978474.526384,109062321.51578,112353098.59355,117222850,116713587,114160685,109796202.17431,109633750.727,..
"Air transport, passengers carried",IS.AIR.PSGR,Ghana,GHA,..,..,..,..,..,169030.949606142,491583.034446243,691271.96142731,396372,407544,390457,359516,681691,467624,597343,..
"Air transport, passengers carried",IS.AIR.PSGR,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Greece,GRC,9452219,9481314,10206223,9442743,8795133,10352657.531181,9569211.41941763,8785275.45592775,8761116,11152236,11237054,12689082,13852857,15125933.5152598,16124738.33,..
"Air transport, passengers carried",IS.AIR.PSGR,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guam,GUM,..,..,..,1255510,1172372,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guatemala,GTM,..,..,..,..,..,313892,326146.206150004,288013.900825685,78264,69768,93129,111830,155524,145795,107350,..
"Air transport, passengers carried",IS.AIR.PSGR,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Guyana,GUY,..,..,..,..,..,273160,340267.623207221,247780.347691014,0,0,..,..,..,26069,28697,..
"Air transport, passengers carried",IS.AIR.PSGR,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Honduras,HND,..,..,..,..,..,501520,423655.325587164,422016.887644915,372972,239124,276689,275587,248964,411989,245079.131,..
"Air transport, passengers carried",IS.AIR.PSGR,"Hong Kong SAR, China",HKG,20229512,21796158,24133664,25401266,23973030,28347688,30293677,32247332.0776827,34644497,37933773,41867157,43683583,45580297,47101822,46469864,..
"Air transport, passengers carried",IS.AIR.PSGR,Hungary,HUN,2735214,2591666,3133574,3111575,2952885,12477063.1762511,13729553.5346856,12289555.0764284,13926540,16482060,20043787,21399963,26066294,31226848,39803373,..
"Air transport, passengers carried",IS.AIR.PSGR,Iceland,ISL,1528929,1536157,1720496,1423422,1364651,1851416.84175507,2150527,2400160,2602714,3035882.7791066,4134980,5710834,7242611,7819740.55998243,4656017,..
"Air transport, passengers carried",IS.AIR.PSGR,India,IND,27879461,40288794,51897450,49877935,54446373,64374253.8038964,73996912,72151828.8895485,75589071,82718882.88,98927860,119577835,139752424,164035637.545,167499116,..
"Air transport, passengers carried",IS.AIR.PSGR,Indonesia,IDN,26835524,29867483,30405918,29766093,27421235,59384361.605798,70912258.1090481,79405799.80957,81721356,85215879.5097387,90095131,99274010,108393123,115154100.909,91323153,..
"Air transport, passengers carried",IS.AIR.PSGR,"Iran, Islamic Rep.",IRN,12708354,13623038,13915755,12029236,13052716,18760850.3814854,19113946.1622474,17687478.5197214,16580818.0052102,16825260.8301325,13873256,17084581,26858178.78,23029380,21641449.393,..
"Air transport, passengers carried",IS.AIR.PSGR,Iraq,IRQ,..,..,..,..,..,641129,761778.174355453,784944.25303469,476484,476484,2142554,2019816,1591490.01,4812610,2717146,..
"Air transport, passengers carried",IS.AIR.PSGR,Ireland,IRL,42872544,50737809,60099058,69447262,77747207,84784226,89956333.5096866,92637189.1903926,93408036,98449140,115928738,134065078,153944513,167598633,170161848,..
"Air transport, passengers carried",IS.AIR.PSGR,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Israel,ISR,4392448,4357151,4662615,4563041,4605452,5084798,5151469,5381980,5565864,5886728,6331198,6866472,6993888,7404373,6659838.31,..
"Air transport, passengers carried",IS.AIR.PSGR,Italy,ITA,36115764,36709131,37830745,30672048,33194501,32645164,33923370.5051058,31072962.155732,27846220,27193939,28603919,29120041,26288001,27243741,27760301,..
"Air transport, passengers carried",IS.AIR.PSGR,Jamaica,JAM,1573785,1526571,1618165,1644056,1380000,0,0,0,46272,76244,92836,136744,151326,180951.272,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Japan,JPN,102279015,102845319,99842338,97022471,86896527,109617020.965748,89788818,98907859,107573000,110547000,114128000,117708000,123898000,126387527,130233352,..
"Air transport, passengers carried",IS.AIR.PSGR,Jordan,JOR,1737165,2046457,2246212,2355285,2323750,3077036.69608937,3267109.73620486,3438356,3294911,3211795,3065145,3181283,3381677,3383805,3478444,..
"Air transport, passengers carried",IS.AIR.PSGR,Kazakhstan,KAZ,1160286,1283250,1295050,1275624,1192714,3098327,3786453.06391046,4064819.02272334,4785588,4918608,5081632,5007869,6903190,5920110,6800111,..
"Air transport, passengers carried",IS.AIR.PSGR,Kenya,KEN,2424382,2685148,2857464,2880546,2948920,4039583,4508698.01161552,4653459.73514364,4516500,4448530.52817802,4569473,4848016,5109576,5905365.1234425,6417534.056,..
"Air transport, passengers carried",IS.AIR.PSGR,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,66567,66567,65846.852,..
"Air transport, passengers carried",IS.AIR.PSGR,"Korea, Dem. People's Rep.",PRK,101313,105366,110634,108974,101237,73052,78558.8615502066,100113.348581399,371004,90335.875,87082,94919,103560,94245,109095,..
"Air transport, passengers carried",IS.AIR.PSGR,"Korea, Rep.",KOR,33888328,34842655,36655313,36077655,34168590,36987982,39911749.5898122,39969577.0157166,54530105,58289180,66093149,76859538,82818983,88157579,92434079,..
"Air transport, passengers carried",IS.AIR.PSGR,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Kuwait,KWT,2433213,2627870,2659769,2523966,2597076,4563082,3722729.502639,3481039,3244805,3530851,3752995,4069935,5731748,6464847,7385299,..
"Air transport, passengers carried",IS.AIR.PSGR,Kyrgyz Republic,KGZ,225923,219464,274981,204525,309488,375602,526018.012476417,494640.426821988,771165,712284,967629,1015750,1122951,1175000.704,874326,..
"Air transport, passengers carried",IS.AIR.PSGR,Lao PDR,LAO,293442,326730,328326,323401,302596,443778,532707,877949.881372257,1476528,1310124,1181188,1220201,1196041,1009414,979307,..
"Air transport, passengers carried",IS.AIR.PSGR,Latvia,LVA,1032128,1409620,1344912,1371810,1301848,3158051,3299391,2888683,2754720,2636612.75889877,2527368,2843133,3441024,4058762,4976410,..
"Air transport, passengers carried",IS.AIR.PSGR,Lebanon,LBN,1076258,968820,1074219,1067774,1308382,1893359,2029610,2148669,2241480,2419476,2591297,2647258,2879528,2981937,3164358,..
"Air transport, passengers carried",IS.AIR.PSGR,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Libya,LBY,0,1151785,1204107,1213854,1147234,2928705.67985018,2284066.501168,1398125.13429558,2744844,2391856,1430460,1283181,1186424,1442576,1367458,..
"Air transport, passengers carried",IS.AIR.PSGR,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Lithuania,LTU,505409,429657,423585,609847,616514,81450,69445,592996,1009728,1274911,1363946,1046012,1069268,26031,40610,..
"Air transport, passengers carried",IS.AIR.PSGR,Luxembourg,LUX,851136,927738,1039067,1059848,681482,786920,785200,781146,1555788,1710624,1830972,1845726,1901012,2099102,2114417,..
"Air transport, passengers carried",IS.AIR.PSGR,"Macao SAR, China",MAC,2040654,2285750,2393294,1866141,1427324,1329721,1327732,1561850,1767100,2078758,2276436,2788571,2776815,3157724,3659911,..
"Air transport, passengers carried",IS.AIR.PSGR,Madagascar,MDG,574904,572991,616433,558981,499526,524296,544100.727272727,588169,539208,520421,458572,441861,486425,541290,544458,..
"Air transport, passengers carried",IS.AIR.PSGR,Malawi,MWI,132275,145747,154837,159917,157007,91520.1893953931,82709.5449902358,53518.9979970389,5856,5856,6011,6744,10545,10545,7117,..
"Air transport, passengers carried",IS.AIR.PSGR,Malaysia,MYS,20369086,17833364,21325754,22420870,23766316,34239014.1725209,38218608.8523534,39165195.2176778,47995842.0041797,49673884,50345820,53817353,58711937,60481772,63623130,..
"Air transport, passengers carried",IS.AIR.PSGR,Maldives,MDV,81945,93417,92483,91096,85448,..,..,..,..,1024693.84477856,1313533,1409704,1485752,1191383.08265957,1221786.67512409,..
"Air transport, passengers carried",IS.AIR.PSGR,Mali,MLI,..,..,..,..,..,303692,363857.375904305,181742.614202486,33444,0,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Malta,MLT,1371865,1495333,1674773,1708268,1992900,1699829,1673765,1535101,1603404,1588165,1583046,1500824,1575125,2576898,2251944.835,..
"Air transport, passengers carried",IS.AIR.PSGR,Marshall Islands,MHL,25789,30232,29980,29530,27692,..,..,..,..,..,..,..,22435,24313,21500,..
"Air transport, passengers carried",IS.AIR.PSGR,Mauritania,MRT,138595,149188,154662,153895,142355,524817.894731527,381075.923563429,325239.52355014,261696,271212,248158,280215,418817,379211,386621,..
"Air transport, passengers carried",IS.AIR.PSGR,Mauritius,MUS,1145737,1056496,1277957,1256746,1092580,1265458,1321491,1313976,1318052,1354388,1466527,1593666,1674395,1745291,1726868,..
"Air transport, passengers carried",IS.AIR.PSGR,Mexico,MEX,21857658,21243010,20952513,18825976,15728171,31269061,29538937,32909408.724554,35986501.817,39570522,46966763,53313307,58537832,64569640,69937838,..
"Air transport, passengers carried",IS.AIR.PSGR,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Moldova,MDA,231985,273810,314361,401199,402423,479457,540679,543872,557653,692496,1005936,936254,1092606,1423791,1408166,..
"Air transport, passengers carried",IS.AIR.PSGR,Monaco,MCO,87523,95721,101753,84660,63876,59658,63186,65404.3636363636,64524,64188,60382,12137,316,316,316,..
"Air transport, passengers carried",IS.AIR.PSGR,Mongolia,MNG,295252,347998,380708,364470,257233,391188,496649.107733126,626469.96653678,585864,683254,529311,537853,602775,670360,744413,..
"Air transport, passengers carried",IS.AIR.PSGR,Montenegro,MNE,383140,..,..,..,..,659355.414807816,523356,544519,528852,503040,526980,544597,507637,565522,597380,..
"Air transport, passengers carried",IS.AIR.PSGR,Morocco,MAR,3492984,4109489,4623543,4927341,4930683,7144446,7502696.74521668,6563646.6759083,6507408,6976810,7043971,7738637,8667392,8132917,9380951,..
"Air transport, passengers carried",IS.AIR.PSGR,Mozambique,MOZ,346830,350314,443010,461125,490019,558192,577019.814468816,559608.795668202,701472,739636.744147151,676028,632965,569211,540124,587364,..
"Air transport, passengers carried",IS.AIR.PSGR,Myanmar,MMR,1503624,1620895,1662866,1637923,1527346,924207,1539676,1663425.4345762,1572120,1926969,2095503,2741388,3149037,3407788.43290303,3701663.849,..
"Air transport, passengers carried",IS.AIR.PSGR,Namibia,NAM,399280,400947,430741,452167,454855,485849,540867.9,632330.085,510000,522216,553322,558713,623076,602893,212578,..
"Air transport, passengers carried",IS.AIR.PSGR,Nauru,NRU,..,..,..,..,210424,30195.521045074,34884.3268867112,19334.8478455911,16488,34572,38859,47252,45457,40290,50668,..
"Air transport, passengers carried",IS.AIR.PSGR,Nepal,NPL,480266,509792,528226,520303,484394,917939,901116.117937972,776864.1215957,643140,517548,510342,634292,2443630.512,4525805,1659671,..
"Air transport, passengers carried",IS.AIR.PSGR,Netherlands,NLD,26132696,27454451,28857440,29601230,29108547,26979676.6296817,29959476.4043769,31672223.9759589,33455251,33956338,35687843,40078714,42763443,44417573.579144,46358457.951,..
"Air transport, passengers carried",IS.AIR.PSGR,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,New Zealand,NZL,11951935,12382205,12545766,12950904,12104116,13295185,13747024.2069686,13937353.9431784,14434055.9991949,13618711.9990383,14385078,15300409,16271523,17249049.9541367,17763604.459,..
"Air transport, passengers carried",IS.AIR.PSGR,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Niger,NER,..,..,..,..,..,0,0,119652,87936,13227.5,15243,15044,14713,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Nigeria,NGA,747648,1307541,1363435,1460900,1365343,4197375,4793913.27416044,4716148.08073056,4209624,4462001.62973012,4613169,4110075,4789878,7786143.99416227,6539048.35309011,..
"Air transport, passengers carried",IS.AIR.PSGR,North Macedonia,MKD,191977,209255,234366,196420,86868,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Air transport, passengers carried",IS.AIR.PSGR,Oman,OMN,..,..,..,..,2360682,3262849,3795755,4430383,4994729,5051804,6365784,7709851,9035230,10438241,11239996,..
